category	sample	sum_abund	groups
Acridine dye	bgi-DLM016	9.47366112092e-12	Ab (determinants)
Macrolide	bgi-DLM016	8.58417619787e-08	Ab (determinants)
Phenicol	bgi-DLM016	1.96380324784e-08	Ab (determinants)
Elfamycin	bgi-DLM016	0	Ab (determinants)
Beta-lactam	bgi-DLM016	4.38666865535e-08	Ab (determinants)
Peptide	bgi-DLM016	2.54787381835e-10	Ab (determinants)
Coumarin	bgi-DLM016	2.25966064318e-09	Ab (mutations)
Rifampin	bgi-DLM016	7.00548560335e-09	Ab (mutations)
Sulfonamides	bgi-DLM016	6.08977891692e-09	Ab (mutations)
Fluoroquinolones	bgi-DLM016	5.56792647801e-08	Ab (mutations)
Aminoglycoside	bgi-ED20A	3.8088770376e-08	Ab (determinants)
Tetracycline derivative	bgi-ED20A	2.00260967893e-07	Ab (determinants)
Nucleoside	bgi-ED20A	2.36886797414e-10	Ab (determinants)
Pleuromutilin	bgi-ED20A	0	Ab (determinants)
Diaminopyrimidine	bgi-ED20A	8.47850075585e-09	Ab (determinants)
Glycopeptide	bgi-ED20A	1.2815049325e-09	Ab (determinants)
Lincosamide	bgi-ED20A	1.70112217614e-07	Ab (determinants)
Streptogramin	bgi-ED20A	1.68748801043e-07	Ab (determinants)
Sulfonamide	bgi-ED20A	7.35239225916e-09	Ab (determinants)
Aminonucleoside	bgi-ED20A	0	Ab (determinants)
Aminocoumarin	bgi-ED20A	1.70417382136e-08	Ab (determinants)
Mixture	bgi-ED20A	2.75677430611e-08	Ab (determinants)
Miscellaneous	bgi-ED20A	3.06699658063e-10	Ab (determinants)
Rifamycin	bgi-ED20A	5.66061001405e-09	Ab (determinants)
Lipopeptide	bgi-ED20A	2.49897727603e-08	Ab (determinants)
Fluoroquinolone	bgi-ED20A	4.06675594901e-08	Ab (determinants)
Oxazolidinone	bgi-ED20A	0	Ab (determinants)
Acridine dye	bgi-ED20A	0	Ab (determinants)
Macrolide	bgi-ED20A	1.87870806451e-07	Ab (determinants)
Phenicol	bgi-ED20A	1.56070365446e-08	Ab (determinants)
Elfamycin	bgi-ED20A	0	Ab (determinants)
Beta-lactam	bgi-ED20A	1.83309089157e-07	Ab (determinants)
Peptide	bgi-ED20A	3.66400264442e-09	Ab (determinants)
Coumarin	bgi-ED20A	1.6852238181e-09	Ab (mutations)
Rifampin	bgi-ED20A	7.83861278711e-09	Ab (mutations)
Sulfonamides	bgi-ED20A	7.99860018358e-09	Ab (mutations)
Fluoroquinolones	bgi-ED20A	6.85599291903e-08	Ab (mutations)
Aminoglycoside	bgi-T2D-135A	1.95068898655e-08	Ab (determinants)
Tetracycline derivative	bgi-T2D-135A	1.27020210722e-07	Ab (determinants)
Nucleoside	bgi-T2D-135A	0	Ab (determinants)
Pleuromutilin	bgi-T2D-135A	0	Ab (determinants)
Diaminopyrimidine	bgi-T2D-135A	1.41357799333e-08	Ab (determinants)
Glycopeptide	bgi-T2D-135A	5.66122335235e-10	Ab (determinants)
Lincosamide	bgi-T2D-135A	5.92750014215e-08	Ab (determinants)
Streptogramin	bgi-T2D-135A	4.64844863135e-08	Ab (determinants)
Sulfonamide	bgi-T2D-135A	3.08343112703e-09	Ab (determinants)
Aminonucleoside	bgi-T2D-135A	0	Ab (determinants)
Aminocoumarin	bgi-T2D-135A	1.15877138679e-08	Ab (determinants)
Mixture	bgi-T2D-135A	2.18079944957e-08	Ab (determinants)
Miscellaneous	bgi-T2D-135A	1.06122069366e-09	Ab (determinants)
Rifamycin	bgi-T2D-135A	4.75748259942e-09	Ab (determinants)
Lipopeptide	bgi-T2D-135A	1.81223565269e-08	Ab (determinants)
Fluoroquinolone	bgi-T2D-135A	2.82452308974e-08	Ab (determinants)
Oxazolidinone	bgi-T2D-135A	0	Ab (determinants)
Acridine dye	bgi-T2D-135A	0	Ab (determinants)
Macrolide	bgi-T2D-135A	5.92288499988e-08	Ab (determinants)
Phenicol	bgi-T2D-135A	6.68021854828e-09	Ab (determinants)
Elfamycin	bgi-T2D-135A	0	Ab (determinants)
Beta-lactam	bgi-T2D-135A	2.6920128369e-08	Ab (determinants)
Peptide	bgi-T2D-135A	2.95780924244e-09	Ab (determinants)
Coumarin	bgi-T2D-135A	3.6335403915e-09	Ab (mutations)
Rifampin	bgi-T2D-135A	4.98756095966e-09	Ab (mutations)
Sulfonamides	bgi-T2D-135A	5.13222852654e-10	Ab (mutations)
Fluoroquinolones	bgi-T2D-135A	3.77349960461e-08	Ab (mutations)
Aminoglycoside	bgi-N046A	1.7501261435e-08	Ab (determinants)
Tetracycline derivative	bgi-N046A	3.16379235054e-07	Ab (determinants)
Nucleoside	bgi-N046A	5.06757368701e-11	Ab (determinants)
Pleuromutilin	bgi-N046A	0	Ab (determinants)
Diaminopyrimidine	bgi-N046A	3.67595659408e-10	Ab (determinants)
Glycopeptide	bgi-N046A	5.8905130037e-11	Ab (determinants)
Lincosamide	bgi-N046A	1.01516413576e-07	Ab (determinants)
Streptogramin	bgi-N046A	1.50196703193e-07	Ab (determinants)
Sulfonamide	bgi-N046A	2.03997526083e-09	Ab (determinants)
Aminonucleoside	bgi-N046A	0	Ab (determinants)
Aminocoumarin	bgi-N046A	4.97982962438e-10	Ab (determinants)
Mixture	bgi-N046A	9.04133866411e-09	Ab (determinants)
Miscellaneous	bgi-N046A	0	Ab (determinants)
Rifamycin	bgi-N046A	1.04756581935e-10	Ab (determinants)
Lipopeptide	bgi-N046A	1.22708821698e-09	Ab (determinants)
Fluoroquinolone	bgi-N046A	1.64510189677e-09	Ab (determinants)
Oxazolidinone	bgi-N046A	0	Ab (determinants)
Acridine dye	bgi-N046A	0	Ab (determinants)
Macrolide	bgi-N046A	1.93134236053e-07	Ab (determinants)
Phenicol	bgi-N046A	2.12702439548e-10	Ab (determinants)
Elfamycin	bgi-N046A	0	Ab (determinants)
Beta-lactam	bgi-N046A	4.10436808439e-08	Ab (determinants)
Peptide	bgi-N046A	6.69929546958e-11	Ab (determinants)
Coumarin	bgi-N046A	7.26435571142e-10	Ab (mutations)
Rifampin	bgi-N046A	5.93964926338e-09	Ab (mutations)
Sulfonamides	bgi-N046A	3.02959755421e-10	Ab (mutations)
Fluoroquinolones	bgi-N046A	5.27731690038e-08	Ab (mutations)
Metals	bgi-NLM027	8.01098883792e-06	Metals
Biocides	bgi-NLM027	2.7959168538e-06	Biocides
Metals	bgi-SZEY-10A	5.70844092903e-06	Metals
Biocides	bgi-SZEY-10A	1.85368953396e-06	Biocides
Metals	bgi-T2D-163A	2.9450258153e-06	Metals
Biocides	bgi-T2D-163A	7.30841396363e-07	Biocides
Metals	bgi-DLM002	1.09266358641e-06	Metals
Biocides	bgi-DLM002	3.31681799224e-07	Biocides
Metals	bgi-N037A	3.61312503093e-06	Metals
Biocides	bgi-N037A	1.11159135836e-06	Biocides
Aminoglycoside	bgi-T2D-105A	2.38350290088e-08	Ab (determinants)
Tetracycline derivative	bgi-T2D-105A	2.07792964e-07	Ab (determinants)
Nucleoside	bgi-T2D-105A	0	Ab (determinants)
Pleuromutilin	bgi-T2D-105A	0	Ab (determinants)
Diaminopyrimidine	bgi-T2D-105A	1.39281428504e-08	Ab (determinants)
Glycopeptide	bgi-T2D-105A	0	Ab (determinants)
Lincosamide	bgi-T2D-105A	1.71362589871e-07	Ab (determinants)
Streptogramin	bgi-T2D-105A	1.24033002844e-07	Ab (determinants)
Sulfonamide	bgi-T2D-105A	1.40226058624e-09	Ab (determinants)
Aminonucleoside	bgi-T2D-105A	0	Ab (determinants)
Aminocoumarin	bgi-T2D-105A	1.93295805597e-10	Ab (determinants)
Mixture	bgi-T2D-105A	1.91141624789e-08	Ab (determinants)
Miscellaneous	bgi-T2D-105A	0	Ab (determinants)
Rifamycin	bgi-T2D-105A	9.05792930864e-11	Ab (determinants)
Lipopeptide	bgi-T2D-105A	3.64088601521e-10	Ab (determinants)
Fluoroquinolone	bgi-T2D-105A	4.21690388896e-10	Ab (determinants)
Oxazolidinone	bgi-T2D-105A	0	Ab (determinants)
Acridine dye	bgi-T2D-105A	0	Ab (determinants)
Macrolide	bgi-T2D-105A	1.25097798188e-07	Ab (determinants)
Phenicol	bgi-T2D-105A	1.35302812683e-09	Ab (determinants)
Elfamycin	bgi-T2D-105A	0	Ab (determinants)
Beta-lactam	bgi-T2D-105A	2.92587037815e-08	Ab (determinants)
Peptide	bgi-T2D-105A	0	Ab (determinants)
Coumarin	bgi-T2D-105A	1.73894002063e-09	Ab (mutations)
Rifampin	bgi-T2D-105A	4.69629639528e-09	Ab (mutations)
Sulfonamides	bgi-T2D-105A	3.78660182233e-10	Ab (mutations)
Fluoroquinolones	bgi-T2D-105A	2.98771125555e-08	Ab (mutations)
Aminoglycoside	bgi-N034A	4.43221876702e-09	Ab (determinants)
Tetracycline derivative	bgi-N034A	3.30755838326e-07	Ab (determinants)
Nucleoside	bgi-N034A	4.14635717896e-11	Ab (determinants)
Pleuromutilin	bgi-N034A	0	Ab (determinants)
Diaminopyrimidine	bgi-N034A	2.95595140822e-09	Ab (determinants)
Glycopeptide	bgi-N034A	2.16625165843e-09	Ab (determinants)
Lincosamide	bgi-N034A	1.85905872506e-07	Ab (determinants)
Streptogramin	bgi-N034A	1.55967665908e-07	Ab (determinants)
Sulfonamide	bgi-N034A	1.20295791106e-09	Ab (determinants)
Aminonucleoside	bgi-N034A	0	Ab (determinants)
Aminocoumarin	bgi-N034A	1.51587251704e-11	Ab (determinants)
Mixture	bgi-N034A	4.03728022767e-09	Ab (determinants)
Miscellaneous	bgi-N034A	0	Ab (determinants)
Rifamycin	bgi-N034A	2.23239675635e-11	Ab (determinants)
Lipopeptide	bgi-N034A	0	Ab (determinants)
Fluoroquinolone	bgi-N034A	3.69708396762e-11	Ab (determinants)
Oxazolidinone	bgi-N034A	0	Ab (determinants)
Acridine dye	bgi-N034A	0	Ab (determinants)
Macrolide	bgi-N034A	1.66042067628e-07	Ab (determinants)
Phenicol	bgi-N034A	8.73999734829e-10	Ab (determinants)
Elfamycin	bgi-N034A	0	Ab (determinants)
Beta-lactam	bgi-N034A	1.20514507304e-07	Ab (determinants)
Peptide	bgi-N034A	0	Ab (determinants)
Coumarin	bgi-N034A	3.17141157117e-09	Ab (mutations)
Rifampin	bgi-N034A	7.65472223779e-09	Ab (mutations)
Sulfonamides	bgi-N034A	3.8724462907e-08	Ab (mutations)
Fluoroquinolones	bgi-N034A	5.9725806353e-08	Ab (mutations)
Aminoglycoside	bgi-N035A	1.01339366765e-08	Ab (determinants)
Tetracycline derivative	bgi-N035A	1.54197257531e-07	Ab (determinants)
Nucleoside	bgi-N035A	0	Ab (determinants)
Pleuromutilin	bgi-N035A	0	Ab (determinants)
Diaminopyrimidine	bgi-N035A	1.60160933168e-08	Ab (determinants)
Glycopeptide	bgi-N035A	8.4465521373e-11	Ab (determinants)
Lincosamide	bgi-N035A	9.20232375987e-08	Ab (determinants)
Streptogramin	bgi-N035A	8.52849581902e-08	Ab (determinants)
Sulfonamide	bgi-N035A	8.39633482376e-11	Ab (determinants)
Aminonucleoside	bgi-N035A	0	Ab (determinants)
Aminocoumarin	bgi-N035A	1.7322851164e-10	Ab (determinants)
Mixture	bgi-N035A	9.33505204915e-09	Ab (determinants)
Miscellaneous	bgi-N035A	0	Ab (determinants)
Rifamycin	bgi-N035A	7.11826369635e-11	Ab (determinants)
Lipopeptide	bgi-N035A	0	Ab (determinants)
Fluoroquinolone	bgi-N035A	4.07923153911e-10	Ab (determinants)
Oxazolidinone	bgi-N035A	0	Ab (determinants)
Acridine dye	bgi-N035A	0	Ab (determinants)
Macrolide	bgi-N035A	8.6076934003e-08	Ab (determinants)
Phenicol	bgi-N035A	1.40522475837e-09	Ab (determinants)
Elfamycin	bgi-N035A	0	Ab (determinants)
Beta-lactam	bgi-N035A	5.80492037079e-08	Ab (determinants)
Peptide	bgi-N035A	0	Ab (determinants)
Coumarin	bgi-N035A	3.65821990669e-09	Ab (mutations)
Rifampin	bgi-N035A	6.26024672639e-09	Ab (mutations)
Sulfonamides	bgi-N035A	1.41942694197e-09	Ab (mutations)
Fluoroquinolones	bgi-N035A	4.47190643994e-08	Ab (mutations)
Aminoglycoside	bgi-T2D-177A	3.02807437951e-08	Ab (determinants)
Tetracycline derivative	bgi-T2D-177A	1.66428086479e-07	Ab (determinants)
Nucleoside	bgi-T2D-177A	4.92020622104e-10	Ab (determinants)
Pleuromutilin	bgi-T2D-177A	0	Ab (determinants)
Diaminopyrimidine	bgi-T2D-177A	1.47004106793e-08	Ab (determinants)
Glycopeptide	bgi-T2D-177A	5.06243287042e-09	Ab (determinants)
Lincosamide	bgi-T2D-177A	1.1230967781e-07	Ab (determinants)
Streptogramin	bgi-T2D-177A	1.08814707438e-07	Ab (determinants)
Sulfonamide	bgi-T2D-177A	1.46060297362e-09	Ab (determinants)
Aminonucleoside	bgi-T2D-177A	0	Ab (determinants)
Aminocoumarin	bgi-T2D-177A	7.99153291339e-09	Ab (determinants)
Mixture	bgi-T2D-177A	1.67761303328e-08	Ab (determinants)
Miscellaneous	bgi-T2D-177A	6.11792499256e-09	Ab (determinants)
Rifamycin	bgi-T2D-177A	4.36538792549e-09	Ab (determinants)
Lipopeptide	bgi-T2D-177A	1.21192835118e-08	Ab (determinants)
Fluoroquinolone	bgi-T2D-177A	2.08129987237e-08	Ab (determinants)
Oxazolidinone	bgi-T2D-177A	0	Ab (determinants)
Acridine dye	bgi-T2D-177A	8.46487091791e-12	Ab (determinants)
Macrolide	bgi-T2D-177A	1.1598171923e-07	Ab (determinants)
Phenicol	bgi-T2D-177A	5.31704717438e-09	Ab (determinants)
Elfamycin	bgi-T2D-177A	0	Ab (determinants)
Beta-lactam	bgi-T2D-177A	2.31807199988e-08	Ab (determinants)
Peptide	bgi-T2D-177A	1.4960296534e-09	Ab (determinants)
Coumarin	bgi-T2D-177A	1.45657038932e-09	Ab (mutations)
Rifampin	bgi-T2D-177A	2.89744166428e-09	Ab (mutations)
Sulfonamides	bgi-T2D-177A	1.09610272339e-08	Ab (mutations)
Fluoroquinolones	bgi-T2D-177A	2.29353958581e-08	Ab (mutations)
Metals	bgi-NOM016	3.46145760285e-06	Metals
Biocides	bgi-NOM016	1.35224582799e-06	Biocides
Aminoglycoside	bgi-ED14A	1.63702978916e-08	Ab (determinants)
Tetracycline derivative	bgi-ED14A	2.1918229983e-07	Ab (determinants)
Nucleoside	bgi-ED14A	5.48442876429e-11	Ab (determinants)
Pleuromutilin	bgi-ED14A	0	Ab (determinants)
Diaminopyrimidine	bgi-ED14A	7.04587106507e-09	Ab (determinants)
Glycopeptide	bgi-ED14A	2.83875285231e-11	Ab (determinants)
Lincosamide	bgi-ED14A	1.62354778329e-07	Ab (determinants)
Streptogramin	bgi-ED14A	1.58895471858e-07	Ab (determinants)
Sulfonamide	bgi-ED14A	3.18649783537e-09	Ab (determinants)
Aminonucleoside	bgi-ED14A	0	Ab (determinants)
Aminocoumarin	bgi-ED14A	5.65898676208e-09	Ab (determinants)
Mixture	bgi-ED14A	1.97703399918e-08	Ab (determinants)
Miscellaneous	bgi-ED14A	7.10364106613e-11	Ab (determinants)
Rifamycin	bgi-ED14A	2.17618976294e-09	Ab (determinants)
Lipopeptide	bgi-ED14A	9.22463576954e-09	Ab (determinants)
Fluoroquinolone	bgi-ED14A	1.44451201207e-08	Ab (determinants)
Oxazolidinone	bgi-ED14A	0	Ab (determinants)
Acridine dye	bgi-ED14A	0	Ab (determinants)
Macrolide	bgi-ED14A	1.72815285223e-07	Ab (determinants)
Phenicol	bgi-ED14A	1.03997302081e-08	Ab (determinants)
Elfamycin	bgi-ED14A	0	Ab (determinants)
Beta-lactam	bgi-ED14A	9.61609263667e-08	Ab (determinants)
Peptide	bgi-ED14A	2.03010495596e-09	Ab (determinants)
Coumarin	bgi-ED14A	1.88115367015e-09	Ab (mutations)
Rifampin	bgi-ED14A	7.55047476287e-09	Ab (mutations)
Sulfonamides	bgi-ED14A	1.78103533156e-08	Ab (mutations)
Fluoroquinolones	bgi-ED14A	5.43380450204e-08	Ab (mutations)
Aminoglycoside	bgi-T2D-112A	1.04738438205e-08	Ab (determinants)
Tetracycline derivative	bgi-T2D-112A	1.74521795629e-06	Ab (determinants)
Nucleoside	bgi-T2D-112A	9.58479192567e-11	Ab (determinants)
Pleuromutilin	bgi-T2D-112A	0	Ab (determinants)
Diaminopyrimidine	bgi-T2D-112A	4.74332888608e-09	Ab (determinants)
Glycopeptide	bgi-T2D-112A	2.1391963699e-10	Ab (determinants)
Lincosamide	bgi-T2D-112A	2.80401126888e-07	Ab (determinants)
Streptogramin	bgi-T2D-112A	2.68106812808e-07	Ab (determinants)
Sulfonamide	bgi-T2D-112A	1.23386109685e-09	Ab (determinants)
Aminonucleoside	bgi-T2D-112A	0	Ab (determinants)
Aminocoumarin	bgi-T2D-112A	1.15458401293e-09	Ab (determinants)
Mixture	bgi-T2D-112A	1.03883072858e-08	Ab (determinants)
Miscellaneous	bgi-T2D-112A	0	Ab (determinants)
Rifamycin	bgi-T2D-112A	5.52791620285e-10	Ab (determinants)
Lipopeptide	bgi-T2D-112A	1.42157588983e-09	Ab (determinants)
Fluoroquinolone	bgi-T2D-112A	2.76621076612e-09	Ab (determinants)
Oxazolidinone	bgi-T2D-112A	0	Ab (determinants)
Acridine dye	bgi-T2D-112A	0	Ab (determinants)
Macrolide	bgi-T2D-112A	2.69583417476e-07	Ab (determinants)
Phenicol	bgi-T2D-112A	8.43646922072e-10	Ab (determinants)
Elfamycin	bgi-T2D-112A	0	Ab (determinants)
Beta-lactam	bgi-T2D-112A	1.92106541073e-07	Ab (determinants)
Peptide	bgi-T2D-112A	2.53420500975e-10	Ab (determinants)
Coumarin	bgi-T2D-112A	4.36209648395e-09	Ab (mutations)
Rifampin	bgi-T2D-112A	2.83091100267e-09	Ab (mutations)
Sulfonamides	bgi-T2D-112A	7.07816672726e-10	Ab (mutations)
Fluoroquinolones	bgi-T2D-112A	1.86167855412e-08	Ab (mutations)
Aminoglycoside	bgi-DOM024	5.37968477845e-09	Ab (determinants)
Tetracycline derivative	bgi-DOM024	2.25672958917e-07	Ab (determinants)
Nucleoside	bgi-DOM024	0	Ab (determinants)
Pleuromutilin	bgi-DOM024	0	Ab (determinants)
Diaminopyrimidine	bgi-DOM024	6.88266891949e-09	Ab (determinants)
Glycopeptide	bgi-DOM024	4.78817643443e-11	Ab (determinants)
Lincosamide	bgi-DOM024	1.05001707291e-07	Ab (determinants)
Streptogramin	bgi-DOM024	9.85119145122e-08	Ab (determinants)
Sulfonamide	bgi-DOM024	5.11092414097e-09	Ab (determinants)
Aminonucleoside	bgi-DOM024	0	Ab (determinants)
Aminocoumarin	bgi-DOM024	7.61172227886e-10	Ab (determinants)
Mixture	bgi-DOM024	6.46484639097e-09	Ab (determinants)
Miscellaneous	bgi-DOM024	8.08289783811e-11	Ab (determinants)
Rifamycin	bgi-DOM024	3.8575935778e-10	Ab (determinants)
Lipopeptide	bgi-DOM024	1.378656465e-09	Ab (determinants)
Fluoroquinolone	bgi-DOM024	2.31334536281e-09	Ab (determinants)
Oxazolidinone	bgi-DOM024	0	Ab (determinants)
Acridine dye	bgi-DOM024	2.21016737761e-11	Ab (determinants)
Macrolide	bgi-DOM024	9.9758298076e-08	Ab (determinants)
Phenicol	bgi-DOM024	1.43438631818e-08	Ab (determinants)
Elfamycin	bgi-DOM024	0	Ab (determinants)
Beta-lactam	bgi-DOM024	5.82059917643e-08	Ab (determinants)
Peptide	bgi-DOM024	2.88745074654e-10	Ab (determinants)
Coumarin	bgi-DOM024	2.07098014619e-09	Ab (mutations)
Rifampin	bgi-DOM024	5.79614484294e-09	Ab (mutations)
Sulfonamides	bgi-DOM024	1.22448698817e-08	Ab (mutations)
Fluoroquinolones	bgi-DOM024	5.04597420935e-08	Ab (mutations)
Aminoglycoside	bgi-T2D-68A	2.06034030831e-08	Ab (determinants)
Tetracycline derivative	bgi-T2D-68A	3.04053932056e-07	Ab (determinants)
Nucleoside	bgi-T2D-68A	4.06244599802e-09	Ab (determinants)
Pleuromutilin	bgi-T2D-68A	0	Ab (determinants)
Diaminopyrimidine	bgi-T2D-68A	1.73425566931e-09	Ab (determinants)
Glycopeptide	bgi-T2D-68A	0	Ab (determinants)
Lincosamide	bgi-T2D-68A	1.46017092702e-07	Ab (determinants)
Streptogramin	bgi-T2D-68A	1.42179646403e-07	Ab (determinants)
Sulfonamide	bgi-T2D-68A	1.19628455985e-07	Ab (determinants)
Aminonucleoside	bgi-T2D-68A	0	Ab (determinants)
Aminocoumarin	bgi-T2D-68A	2.74326674732e-10	Ab (determinants)
Mixture	bgi-T2D-68A	1.03146485985e-08	Ab (determinants)
Miscellaneous	bgi-T2D-68A	0	Ab (determinants)
Rifamycin	bgi-T2D-68A	6.69006896893e-11	Ab (determinants)
Lipopeptide	bgi-T2D-68A	3.4566235229e-10	Ab (determinants)
Fluoroquinolone	bgi-T2D-68A	6.79254293928e-10	Ab (determinants)
Oxazolidinone	bgi-T2D-68A	0	Ab (determinants)
Acridine dye	bgi-T2D-68A	0	Ab (determinants)
Macrolide	bgi-T2D-68A	1.31354769308e-07	Ab (determinants)
Phenicol	bgi-T2D-68A	9.98122211411e-10	Ab (determinants)
Elfamycin	bgi-T2D-68A	0	Ab (determinants)
Beta-lactam	bgi-T2D-68A	2.86234571639e-08	Ab (determinants)
Peptide	bgi-T2D-68A	7.25746485475e-11	Ab (determinants)
Coumarin	bgi-T2D-68A	3.94798852303e-09	Ab (mutations)
Rifampin	bgi-T2D-68A	8.26393685611e-09	Ab (mutations)
Sulfonamides	bgi-T2D-68A	1.13553056107e-08	Ab (mutations)
Fluoroquinolones	bgi-T2D-68A	5.4477725143e-08	Ab (mutations)
Metals	bgi-DOM019	3.45338106211e-06	Metals
Biocides	bgi-DOM019	1.23828359746e-06	Biocides
Aminoglycoside	bgi-SZEY-40A	8.76294177822e-09	Ab (determinants)
Tetracycline derivative	bgi-SZEY-40A	2.04672819158e-07	Ab (determinants)
Nucleoside	bgi-SZEY-40A	1.25390701711e-10	Ab (determinants)
Pleuromutilin	bgi-SZEY-40A	0	Ab (determinants)
Diaminopyrimidine	bgi-SZEY-40A	8.81012953026e-10	Ab (determinants)
Glycopeptide	bgi-SZEY-40A	2.20692025589e-10	Ab (determinants)
Lincosamide	bgi-SZEY-40A	2.08576415262e-07	Ab (determinants)
Streptogramin	bgi-SZEY-40A	2.05851393944e-07	Ab (determinants)
Sulfonamide	bgi-SZEY-40A	4.93674750208e-09	Ab (determinants)
Aminonucleoside	bgi-SZEY-40A	0	Ab (determinants)
Aminocoumarin	bgi-SZEY-40A	1.5126536366e-09	Ab (determinants)
Mixture	bgi-SZEY-40A	4.62450469837e-09	Ab (determinants)
Miscellaneous	bgi-SZEY-40A	3.24821627289e-10	Ab (determinants)
Rifamycin	bgi-SZEY-40A	1.12515536408e-08	Ab (determinants)
Lipopeptide	bgi-SZEY-40A	1.23812418436e-09	Ab (determinants)
Fluoroquinolone	bgi-SZEY-40A	1.32131590049e-08	Ab (determinants)
Oxazolidinone	bgi-SZEY-40A	0	Ab (determinants)
Acridine dye	bgi-SZEY-40A	0	Ab (determinants)
Macrolide	bgi-SZEY-40A	2.06712429895e-07	Ab (determinants)
Phenicol	bgi-SZEY-40A	1.16273283791e-08	Ab (determinants)
Elfamycin	bgi-SZEY-40A	0	Ab (determinants)
Beta-lactam	bgi-SZEY-40A	3.97087223334e-07	Ab (determinants)
Peptide	bgi-SZEY-40A	2.76275989189e-10	Ab (determinants)
Coumarin	bgi-SZEY-40A	1.78662542734e-09	Ab (mutations)
Rifampin	bgi-SZEY-40A	1.05186487161e-08	Ab (mutations)
Sulfonamides	bgi-SZEY-40A	6.50434564778e-10	Ab (mutations)
Fluoroquinolones	bgi-SZEY-40A	7.75904561438e-08	Ab (mutations)
Metals	bgi-NOF005	3.68486797444e-06	Metals
Biocides	bgi-NOF005	1.26185526148e-06	Biocides
Aminoglycoside	bgi-NOM020	2.62578497292e-08	Ab (determinants)
Tetracycline derivative	bgi-NOM020	4.86782554107e-07	Ab (determinants)
Nucleoside	bgi-NOM020	3.55195409728e-10	Ab (determinants)
Pleuromutilin	bgi-NOM020	0	Ab (determinants)
Diaminopyrimidine	bgi-NOM020	8.36232717874e-09	Ab (determinants)
Glycopeptide	bgi-NOM020	0	Ab (determinants)
Lincosamide	bgi-NOM020	2.11713293421e-07	Ab (determinants)
Streptogramin	bgi-NOM020	1.95120777244e-07	Ab (determinants)
Sulfonamide	bgi-NOM020	9.54275127168e-09	Ab (determinants)
Aminonucleoside	bgi-NOM020	0	Ab (determinants)
Aminocoumarin	bgi-NOM020	9.75143029353e-09	Ab (determinants)
Mixture	bgi-NOM020	1.84536737028e-08	Ab (determinants)
Miscellaneous	bgi-NOM020	2.23243503731e-09	Ab (determinants)
Rifamycin	bgi-NOM020	4.70164753748e-09	Ab (determinants)
Lipopeptide	bgi-NOM020	1.52024769665e-08	Ab (determinants)
Fluoroquinolone	bgi-NOM020	2.4119448494e-08	Ab (determinants)
Oxazolidinone	bgi-NOM020	0	Ab (determinants)
Acridine dye	bgi-NOM020	0	Ab (determinants)
Macrolide	bgi-NOM020	2.0580733756e-07	Ab (determinants)
Phenicol	bgi-NOM020	9.05092911828e-09	Ab (determinants)
Elfamycin	bgi-NOM020	0	Ab (determinants)
Beta-lactam	bgi-NOM020	1.37227945545e-07	Ab (determinants)
Peptide	bgi-NOM020	2.81739445286e-09	Ab (determinants)
Coumarin	bgi-NOM020	4.49328222937e-10	Ab (mutations)
Rifampin	bgi-NOM020	7.36618950946e-09	Ab (mutations)
Sulfonamides	bgi-NOM020	3.28082310678e-09	Ab (mutations)
Fluoroquinolones	bgi-NOM020	7.29309396914e-08	Ab (mutations)
Metals	bgi-NOM023	1.13973600693e-06	Metals
Biocides	bgi-NOM023	5.21850388784e-07	Biocides
Aminoglycoside	bgi-SZEY-64A	6.79500206217e-09	Ab (determinants)
Tetracycline derivative	bgi-SZEY-64A	2.19863641851e-07	Ab (determinants)
Nucleoside	bgi-SZEY-64A	1.06009220706e-10	Ab (determinants)
Pleuromutilin	bgi-SZEY-64A	0	Ab (determinants)
Diaminopyrimidine	bgi-SZEY-64A	1.01245085657e-08	Ab (determinants)
Glycopeptide	bgi-SZEY-64A	8.84221015955e-11	Ab (determinants)
Lincosamide	bgi-SZEY-64A	1.04951895556e-07	Ab (determinants)
Streptogramin	bgi-SZEY-64A	1.04000984039e-07	Ab (determinants)
Sulfonamide	bgi-SZEY-64A	9.17711904264e-12	Ab (determinants)
Aminonucleoside	bgi-SZEY-64A	0	Ab (determinants)
Aminocoumarin	bgi-SZEY-64A	1.43154485205e-08	Ab (determinants)
Mixture	bgi-SZEY-64A	1.82260485219e-08	Ab (determinants)
Miscellaneous	bgi-SZEY-64A	0	Ab (determinants)
Rifamycin	bgi-SZEY-64A	4.78191570188e-09	Ab (determinants)
Lipopeptide	bgi-SZEY-64A	2.09480253351e-08	Ab (determinants)
Fluoroquinolone	bgi-SZEY-64A	3.58460858236e-08	Ab (determinants)
Oxazolidinone	bgi-SZEY-64A	0	Ab (determinants)
Acridine dye	bgi-SZEY-64A	0	Ab (determinants)
Macrolide	bgi-SZEY-64A	1.19166327535e-07	Ab (determinants)
Phenicol	bgi-SZEY-64A	4.79109282092e-09	Ab (determinants)
Elfamycin	bgi-SZEY-64A	0	Ab (determinants)
Beta-lactam	bgi-SZEY-64A	2.93970296321e-08	Ab (determinants)
Peptide	bgi-SZEY-64A	2.87294004693e-09	Ab (determinants)
Coumarin	bgi-SZEY-64A	1.42801698396e-09	Ab (mutations)
