category	sample	sum_abund
Lipopeptide	HMP-700033153	4.85e-11
Peptide	HMP-700033153	2.89e-11
Tetracycline derivative	HMP-700033153	2.15e-07
Streptogramin	HMP-700033153	2.31e-07
Macrolide	HMP-700033153	2.31e-07
Aminocoumarin	HMP-700033153	2.35e-11
Rifamycin	HMP-700033153	1.07e-11
Diaminopyrimidine	HMP-700033153	5.39e-09
Nucleoside	HMP-700033153	2.63e-09
Beta-lactam	HMP-700033153	3.48e-08
Phenicol	HMP-700033153	2.88e-10
Lincosamide	HMP-700033153	1.35e-07
Glycopeptide	HMP-700033153	1.94e-10
Coumarin	HMP-700033153	4.89e-08
Rifampin	HMP-700033153	1.36e-07
Sulfonamides	HMP-700033153	2.28e-08
Fluoroquinolones	HMP-700033153	2.68e-07
Metals	HMP-700033153	2.68e-06
Biocides	HMP-700033153	8.96e-07
Fluoroquinolone	HMP-700033665	5.41e-12
Lipopeptide	HMP-700033665	2.59e-11
Tetracycline derivative	HMP-700033665	1.41e-07
Streptogramin	HMP-700033665	4.41e-08
Macrolide	HMP-700033665	4.62e-08
Sulfonamide	HMP-700033665	2.19e-08
Aminocoumarin	HMP-700033665	2.73e-12
Diaminopyrimidine	HMP-700033665	1.40e-10
Beta-lactam	HMP-700033665	7.62e-08
Phenicol	HMP-700033665	9.47e-11
Lincosamide	HMP-700033665	4.71e-08
Coumarin	HMP-700033665	6.41e-08
Rifampin	HMP-700033665	2.29e-07
Sulfonamides	HMP-700033665	6.89e-08
Fluoroquinolones	HMP-700033665	3.98e-07
Metals	HMP-700033665	4.36e-06
Biocides	HMP-700033665	1.72e-06
Fluoroquinolone	HMP-700033922	1.95e-10
Aminoglycoside	HMP-700033922	7.87e-11
Lipopeptide	HMP-700033922	1.68e-10
Peptide	HMP-700033922	1.39e-11
Tetracycline derivative	HMP-700033922	1.38e-07
Streptogramin	HMP-700033922	2.03e-07
Macrolide	HMP-700033922	2.03e-07
Sulfonamide	HMP-700033922	2.73e-11
Aminocoumarin	HMP-700033922	7.58e-11
Rifamycin	HMP-700033922	4.58e-11
Diaminopyrimidine	HMP-700033922	1.13e-09
Beta-lactam	HMP-700033922	8.02e-08
Phenicol	HMP-700033922	4.58e-11
Lincosamide	HMP-700033922	1.11e-07
Glycopeptide	HMP-700033922	2.74e-11
Coumarin	HMP-700033922	9.79e-08
Rifampin	HMP-700033922	1.82e-07
Sulfonamides	HMP-700033922	2.72e-08
Fluoroquinolones	HMP-700033922	4.81e-07
Metals	HMP-700033922	2.92e-06
Biocides	HMP-700033922	1.32e-06
Fluoroquinolone	HMP-700033989	6.85e-12
Aminoglycoside	HMP-700033989	7.06e-10
Lipopeptide	HMP-700033989	6.85e-12
Tetracycline derivative	HMP-700033989	2.33e-07
Streptogramin	HMP-700033989	1.30e-07
Macrolide	HMP-700033989	1.33e-07
Sulfonamide	HMP-700033989	6.85e-12
Aminocoumarin	HMP-700033989	6.85e-12
Diaminopyrimidine	HMP-700033989	9.71e-11
Nucleoside	HMP-700033989	1.45e-11
Beta-lactam	HMP-700033989	1.38e-07
Phenicol	HMP-700033989	2.12e-10
Lincosamide	HMP-700033989	1.26e-07
Glycopeptide	HMP-700033989	9.46e-10
Coumarin	HMP-700033989	1.59e-07
Rifampin	HMP-700033989	2.08e-07
Sulfonamides	HMP-700033989	1.19e-09
Fluoroquinolones	HMP-700033989	4.89e-07
Metals	HMP-700033989	3.63e-06
Biocides	HMP-700033989	1.07e-06
Fluoroquinolone	HMP-700034166	1.47e-10
Aminoglycoside	HMP-700034166	1.42e-09
Lipopeptide	HMP-700034166	9.17e-11
Peptide	HMP-700034166	5.12e-11
Tetracycline derivative	HMP-700034166	1.62e-07
Streptogramin	HMP-700034166	1.38e-08
Macrolide	HMP-700034166	1.38e-08
Aminocoumarin	HMP-700034166	4.14e-11
Rifamycin	HMP-700034166	1.22e-11
Diaminopyrimidine	HMP-700034166	1.04e-09
Nucleoside	HMP-700034166	6.48e-10
Beta-lactam	HMP-700034166	5.50e-08
Phenicol	HMP-700034166	6.73e-10
Lincosamide	HMP-700034166	1.56e-08
Coumarin	HMP-700034166	1.42e-07
Rifampin	HMP-700034166	2.05e-07
Sulfonamides	HMP-700034166	5.89e-08
Fluoroquinolones	HMP-700034166	4.80e-07
Metals	HMP-700034166	3.94e-06
Biocides	HMP-700034166	1.46e-06
Fluoroquinolone	HMP-700034254	3.04e-08
Aminoglycoside	HMP-700034254	1.42e-08
Lipopeptide	HMP-700034254	1.86e-08
Peptide	HMP-700034254	3.48e-09
Tetracycline derivative	HMP-700034254	4.95e-07
Streptogramin	HMP-700034254	1.84e-07
Macrolide	HMP-700034254	2.59e-07
Sulfonamide	HMP-700034254	1.84e-09
Aminocoumarin	HMP-700034254	1.31e-08
Rifamycin	HMP-700034254	4.35e-09
Diaminopyrimidine	HMP-700034254	1.44e-08
Nucleoside	HMP-700034254	2.37e-09
Beta-lactam	HMP-700034254	1.52e-07
Phenicol	HMP-700034254	8.49e-09
Lincosamide	HMP-700034254	9.60e-08
Glycopeptide	HMP-700034254	6.18e-11
Coumarin	HMP-700034254	6.66e-08
Rifampin	HMP-700034254	1.50e-07
Sulfonamides	HMP-700034254	6.83e-08
Fluoroquinolones	HMP-700034254	3.27e-07
Metals	HMP-700034254	4.77e-06
Biocides	HMP-700034254	2.06e-06
Aminoglycoside	HMP-700034794	4.72e-10
Tetracycline derivative	HMP-700034794	9.97e-08
Streptogramin	HMP-700034794	1.09e-09
Macrolide	HMP-700034794	1.26e-09
Diaminopyrimidine	HMP-700034794	5.56e-10
Nucleoside	HMP-700034794	2.17e-10
Beta-lactam	HMP-700034794	9.65e-08
Phenicol	HMP-700034794	2.73e-09
Lincosamide	HMP-700034794	9.31e-10
Glycopeptide	HMP-700034794	1.01e-11
Coumarin	HMP-700034794	8.46e-08
Rifampin	HMP-700034794	2.00e-07
Sulfonamides	HMP-700034794	9.88e-09
Fluoroquinolones	HMP-700034794	4.60e-07
Metals	HMP-700034794	2.99e-06
Biocides	HMP-700034794	1.17e-06
Fluoroquinolone	HMP-700034926	1.92e-10
Aminoglycoside	HMP-700034926	4.85e-10
Lipopeptide	HMP-700034926	2.20e-10
Peptide	HMP-700034926	2.48e-11
Tetracycline derivative	HMP-700034926	2.68e-07
Streptogramin	HMP-700034926	1.77e-09
Macrolide	HMP-700034926	2.02e-09
Aminocoumarin	HMP-700034926	8.86e-11
Rifamycin	HMP-700034926	4.12e-11
Diaminopyrimidine	HMP-700034926	8.88e-11
Nucleoside	HMP-700034926	1.88e-10
Beta-lactam	HMP-700034926	9.72e-08
Phenicol	HMP-700034926	1.34e-09
Lincosamide	HMP-700034926	5.36e-09
Coumarin	HMP-700034926	1.05e-07
Rifampin	HMP-700034926	1.97e-07
Sulfonamides	HMP-700034926	1.15e-08
Fluoroquinolones	HMP-700034926	4.38e-07
Metals	HMP-700034926	3.12e-06
Biocides	HMP-700034926	1.24e-06
Fluoroquinolone	HMP-700035785	2.09e-11
Aminoglycoside	HMP-700035785	2.31e-10
Tetracycline derivative	HMP-700035785	1.61e-07
Streptogramin	HMP-700035785	7.84e-08
Macrolide	HMP-700035785	7.84e-08
Sulfonamide	HMP-700035785	8.05e-11
Aminocoumarin	HMP-700035785	3.46e-11
Rifamycin	HMP-700035785	2.99e-12
Diaminopyrimidine	HMP-700035785	2.83e-10
Nucleoside	HMP-700035785	6.91e-11
Beta-lactam	HMP-700035785	6.62e-08
Phenicol	HMP-700035785	1.23e-10
Lincosamide	HMP-700035785	7.93e-08
Coumarin	HMP-700035785	8.65e-08
Rifampin	HMP-700035785	1.37e-07
Sulfonamides	HMP-700035785	1.65e-08
Fluoroquinolones	HMP-700035785	3.30e-07
Metals	HMP-700035785	3.60e-06
Biocides	HMP-700035785	1.31e-06
Fluoroquinolone	HMP-700035861	7.68e-10
Aminoglycoside	HMP-700035861	1.46e-09
Lipopeptide	HMP-700035861	3.06e-12
Peptide	HMP-700035861	3.50e-11
Tetracycline derivative	HMP-700035861	2.28e-07
Streptogramin	HMP-700035861	5.84e-08
Macrolide	HMP-700035861	6.95e-08
Sulfonamide	HMP-700035861	3.06e-12
Aminocoumarin	HMP-700035861	4.80e-11
Rifamycin	HMP-700035861	7.10e-10
Diaminopyrimidine	HMP-700035861	8.10e-10
Nucleoside	HMP-700035861	4.24e-10
Beta-lactam	HMP-700035861	1.09e-07
Phenicol	HMP-700035861	9.51e-10
Lincosamide	HMP-700035861	5.91e-08
Coumarin	HMP-700035861	4.16e-08
Rifampin	HMP-700035861	1.66e-07
Sulfonamides	HMP-700035861	2.26e-08
Fluoroquinolones	HMP-700035861	3.47e-07
Metals	HMP-700035861	3.95e-06
Biocides	HMP-700035861	1.32e-06
Fluoroquinolone	HMP-700037042	4.76e-10
Aminoglycoside	HMP-700037042	1.26e-09
Lipopeptide	HMP-700037042	3.18e-10
Peptide	HMP-700037042	6.29e-11
Tetracycline derivative	HMP-700037042	5.43e-08
Streptogramin	HMP-700037042	2.85e-09
Macrolide	HMP-700037042	3.41e-09
Sulfonamide	HMP-700037042	4.31e-10
Aminocoumarin	HMP-700037042	1.83e-10
Rifamycin	HMP-700037042	1.05e-10
Diaminopyrimidine	HMP-700037042	3.37e-10
Nucleoside	HMP-700037042	3.81e-11
Beta-lactam	HMP-700037042	1.87e-07
Phenicol	HMP-700037042	1.35e-09
Lincosamide	HMP-700037042	2.44e-09
Coumarin	HMP-700037042	1.04e-07
Rifampin	HMP-700037042	1.53e-07
Sulfonamides	HMP-700037042	4.64e-08
Fluoroquinolones	HMP-700037042	3.66e-07
Metals	HMP-700037042	2.86e-06
Biocides	HMP-700037042	1.25e-06
Fluoroquinolone	HMP-700037123	5.05e-10
Aminoglycoside	HMP-700037123	2.18e-09
Lipopeptide	HMP-700037123	3.34e-10
Peptide	HMP-700037123	4.81e-11
Tetracycline derivative	HMP-700037123	1.98e-07
Streptogramin	HMP-700037123	2.88e-09
Macrolide	HMP-700037123	4.14e-09
Sulfonamide	HMP-700037123	5.33e-10
Aminocoumarin	HMP-700037123	2.08e-10
Rifamycin	HMP-700037123	1.13e-10
Diaminopyrimidine	HMP-700037123	6.71e-09
Nucleoside	HMP-700037123	2.18e-10
Beta-lactam	HMP-700037123	1.04e-08
Phenicol	HMP-700037123	2.06e-10
Lincosamide	HMP-700037123	4.45e-09
Coumarin	HMP-700037123	1.48e-08
Rifampin	HMP-700037123	1.65e-07
Sulfonamides	HMP-700037123	6.07e-10
Fluoroquinolones	HMP-700037123	1.96e-07
Metals	HMP-700037123	3.28e-06
Biocides	HMP-700037123	9.42e-07
Fluoroquinolone	HMP-700037284	2.84e-12
Aminoglycoside	HMP-700037284	2.85e-09
Tetracycline derivative	HMP-700037284	2.46e-07
Streptogramin	HMP-700037284	1.60e-07
Macrolide	HMP-700037284	1.95e-07
Sulfonamide	HMP-700037284	6.44e-10
Diaminopyrimidine	HMP-700037284	3.32e-10
Nucleoside	HMP-700037284	4.50e-10
Beta-lactam	HMP-700037284	6.51e-08
Phenicol	HMP-700037284	9.01e-11
Lincosamide	HMP-700037284	1.09e-07
Glycopeptide	HMP-700037284	2.59e-11
Coumarin	HMP-700037284	5.41e-08
Rifampin	HMP-700037284	1.65e-07
Sulfonamides	HMP-700037284	1.13e-09
Fluoroquinolones	HMP-700037284	2.53e-07
Metals	HMP-700037284	2.81e-06
Biocides	HMP-700037284	1.21e-06
Fluoroquinolone	HMP-700037501	1.16e-09
Aminoglycoside	HMP-700037501	2.79e-10
Lipopeptide	HMP-700037501	6.88e-10
Peptide	HMP-700037501	1.96e-10
Tetracycline derivative	HMP-700037501	4.34e-07
Streptogramin	HMP-700037501	1.74e-07
Macrolide	HMP-700037501	1.80e-07
Aminocoumarin	HMP-700037501	5.15e-10
Rifamycin	HMP-700037501	2.05e-10
Diaminopyrimidine	HMP-700037501	1.76e-09
Beta-lactam	HMP-700037501	8.73e-08
Phenicol	HMP-700037501	4.10e-09
Lincosamide	HMP-700037501	1.66e-07
Coumarin	HMP-700037501	4.58e-08
Rifampin	HMP-700037501	2.12e-07
Sulfonamides	HMP-700037501	3.09e-08
Fluoroquinolones	HMP-700037501	3.62e-07
Metals	HMP-700037501	3.35e-06
Biocides	HMP-700037501	1.24e-06
Fluoroquinolone	HMP-700037738	3.10e-11
Aminoglycoside	HMP-700037738	1.80e-10
Lipopeptide	HMP-700037738	2.70e-11
Tetracycline derivative	HMP-700037738	2.36e-07
Streptogramin	HMP-700037738	2.18e-07
Macrolide	HMP-700037738	2.21e-07
Diaminopyrimidine	HMP-700037738	1.08e-10
Beta-lactam	HMP-700037738	3.76e-08
Phenicol	HMP-700037738	7.58e-11
Lincosamide	HMP-700037738	1.73e-07
Coumarin	HMP-700037738	1.36e-07
Rifampin	HMP-700037738	1.88e-07
Sulfonamides	HMP-700037738	7.07e-08
Fluoroquinolones	HMP-700037738	4.41e-07
Metals	HMP-700037738	2.86e-06
Biocides	HMP-700037738	1.22e-06
Aminoglycoside	HMP-700037868	7.33e-10
Tetracycline derivative	HMP-700037868	1.61e-07
Streptogramin	HMP-700037868	1.39e-10
Macrolide	HMP-700037868	2.38e-10
Sulfonamide	HMP-700037868	1.84e-10
Diaminopyrimidine	HMP-700037868	3.57e-10
Nucleoside	HMP-700037868	3.26e-11
Beta-lactam	HMP-700037868	1.25e-07
Phenicol	HMP-700037868	5.41e-11
Lincosamide	HMP-700037868	3.30e-10
Coumarin	HMP-700037868	1.01e-07
Rifampin	HMP-700037868	1.67e-07
Sulfonamides	HMP-700037868	7.87e-08
Fluoroquinolones	HMP-700037868	2.72e-07
Metals	HMP-700037868	2.82e-06
Biocides	HMP-700037868	1.09e-06
Fluoroquinolone	HMP-700038053	1.19e-10
Aminoglycoside	HMP-700038053	1.31e-09
Lipopeptide	HMP-700038053	1.13e-10
Peptide	HMP-700038053	1.42e-11
Tetracycline derivative	HMP-700038053	1.41e-07
Streptogramin	HMP-700038053	4.53e-09
Macrolide	HMP-700038053	4.91e-09
Sulfonamide	HMP-700038053	3.73e-12
Aminocoumarin	HMP-700038053	6.43e-11
Rifamycin	HMP-700038053	3.52e-11
Diaminopyrimidine	HMP-700038053	6.56e-11
Nucleoside	HMP-700038053	8.61e-10
Beta-lactam	HMP-700038053	5.12e-08
Phenicol	HMP-700038053	3.48e-10
Lincosamide	HMP-700038053	2.75e-08
Glycopeptide	HMP-700038053	4.84e-10
Coumarin	HMP-700038053	3.60e-08
Rifampin	HMP-700038053	1.22e-07
Sulfonamides	HMP-700038053	1.14e-08
Fluoroquinolones	HMP-700038053	2.11e-07
Metals	HMP-700038053	3.73e-06
Biocides	HMP-700038053	1.03e-06
Fluoroquinolone	HMP-700038072	5.02e-09
Aminoglycoside	HMP-700038072	5.49e-09
Lipopeptide	HMP-700038072	3.42e-09
Peptide	HMP-700038072	5.64e-10
Tetracycline derivative	HMP-700038072	2.67e-07
Streptogramin	HMP-700038072	1.08e-07
Macrolide	HMP-700038072	1.11e-07
Sulfonamide	HMP-700038072	1.66e-09
Aminocoumarin	HMP-700038072	2.14e-09
Rifamycin	HMP-700038072	6.91e-10
Diaminopyrimidine	HMP-700038072	1.37e-09
Nucleoside	HMP-700038072	3.71e-10
Beta-lactam	HMP-700038072	1.69e-07
Phenicol	HMP-700038072	7.93e-10
Lincosamide	HMP-700038072	1.12e-07
Glycopeptide	HMP-700038072	1.77e-10
Coumarin	HMP-700038072	5.94e-08
Rifampin	HMP-700038072	1.70e-07
Sulfonamides	HMP-700038072	2.77e-08
Fluoroquinolones	HMP-700038072	3.31e-07
Metals	HMP-700038072	3.19e-06
Biocides	HMP-700038072	1.37e-06
Fluoroquinolone	HMP-700038263	1.43e-11
Lipopeptide	HMP-700038263	2.78e-11
Tetracycline derivative	HMP-700038263	3.01e-07
Streptogramin	HMP-700038263	1.39e-07
Macrolide	HMP-700038263	1.39e-07
Aminocoumarin	HMP-700038263	2.90e-12
Diaminopyrimidine	HMP-700038263	8.12e-10
Beta-lactam	HMP-700038263	2.98e-08
Phenicol	HMP-700038263	1.14e-11
Lincosamide	HMP-700038263	1.41e-07
Glycopeptide	HMP-700038263	3.81e-11
Coumarin	HMP-700038263	9.56e-08
Rifampin	HMP-700038263	1.74e-07
Sulfonamides	HMP-700038263	6.92e-08
Fluoroquinolones	HMP-700038263	3.24e-07
Metals	HMP-700038263	2.60e-06
Biocides	HMP-700038263	1.20e-06
Fluoroquinolone	HMP-700038386	9.11e-11
Aminoglycoside	HMP-700038386	5.68e-10
Lipopeptide	HMP-700038386	6.03e-11
Tetracycline derivative	HMP-700038386	2.08e-07
Streptogramin	HMP-700038386	8.11e-09
Macrolide	HMP-700038386	8.17e-09
Sulfonamide	HMP-700038386	1.74e-11
Aminocoumarin	HMP-700038386	1.23e-11
Diaminopyrimidine	HMP-700038386	2.48e-08
Beta-lactam	HMP-700038386	1.38e-07
Phenicol	HMP-700038386	6.69e-10
Lincosamide	HMP-700038386	8.72e-09
Coumarin	HMP-700038386	3.10e-08
Rifampin	HMP-700038386	1.81e-07
Sulfonamides	HMP-700038386	6.19e-08
Fluoroquinolones	HMP-700038386	3.36e-07
Metals	HMP-700038386	1.79e-06
Biocides	HMP-700038386	6.53e-07
Fluoroquinolone	HMP-700038414	1.40e-11
Aminoglycoside	HMP-700038414	1.62e-08
Tetracycline derivative	HMP-700038414	2.99e-07
Streptogramin	HMP-700038414	7.82e-08
Macrolide	HMP-700038414	8.11e-08
Aminocoumarin	HMP-700038414	8.43e-12
Diaminopyrimidine	HMP-700038414	4.34e-10
Oxazolidinone	HMP-700038414	3.35e-11
Nucleoside	HMP-700038414	4.33e-09
Beta-lactam	HMP-700038414	4.84e-08
Phenicol	HMP-700038414	3.33e-09
Lincosamide	HMP-700038414	1.13e-07
Pleuromutilin	HMP-700038414	3.35e-11
Glycopeptide	HMP-700038414	1.44e-11
Coumarin	HMP-700038414	1.01e-08
Rifampin	HMP-700038414	6.82e-08
Sulfonamides	HMP-700038414	4.47e-09
Fluoroquinolones	HMP-700038414	1.08e-07
Metals	HMP-700038414	3.30e-06
Biocides	HMP-700038414	9.38e-07
Fluoroquinolone	HMP-700038594	3.88e-11
Aminoglycoside	HMP-700038594	3.82e-09
Lipopeptide	HMP-700038594	5.29e-12
Tetracycline derivative	HMP-700038594	1.68e-07
Streptogramin	HMP-700038594	5.88e-08
Macrolide	HMP-700038594	6.00e-08
Sulfonamide	HMP-700038594	7.15e-09
Aminocoumarin	HMP-700038594	8.34e-12
Rifamycin	HMP-700038594	1.73e-11
Diaminopyrimidine	HMP-700038594	1.63e-10
Oxazolidinone	HMP-700038594	8.28e-12
Nucleoside	HMP-700038594	1.71e-09
Beta-lactam	HMP-700038594	9.44e-08
Phenicol	HMP-700038594	3.39e-11
Lincosamide	HMP-700038594	6.07e-08
Pleuromutilin	HMP-700038594	8.28e-12
Coumarin	HMP-700038594	1.04e-07
Rifampin	HMP-700038594	1.88e-07
Sulfonamides	HMP-700038594	6.06e-08
Fluoroquinolones	HMP-700038594	3.49e-07
Metals	HMP-700038594	2.50e-06
Biocides	HMP-700038594	1.03e-06
Fluoroquinolone	HMP-700038761	1.60e-10
Aminoglycoside	HMP-700038761	6.54e-09
Lipopeptide	HMP-700038761	7.45e-11
Peptide	HMP-700038761	3.15e-11
Tetracycline derivative	HMP-700038761	3.47e-07
Streptogramin	HMP-700038761	1.59e-07
Macrolide	HMP-700038761	1.59e-07
Sulfonamide	HMP-700038761	8.14e-10
Aminocoumarin	HMP-700038761	6.61e-11
Rifamycin	HMP-700038761	3.05e-11
Diaminopyrimidine	HMP-700038761	1.44e-08
Nucleoside	HMP-700038761	1.24e-09
Beta-lactam	HMP-700038761	5.39e-08
Phenicol	HMP-700038761	2.51e-10
Lincosamide	HMP-700038761	1.29e-07
Glycopeptide	HMP-700038761	8.16e-11
Coumarin	HMP-700038761	5.69e-08
Rifampin	HMP-700038761	1.33e-07
Sulfonamides	HMP-700038761	5.74e-09
Fluoroquinolones	HMP-700038761	2.50e-07
Metals	HMP-700038761	2.69e-06
Biocides	HMP-700038761	1.02e-06
Fluoroquinolone	HMP-700038806	2.92e-09
Aminoglycoside	HMP-700038806	7.99e-10
Lipopeptide	HMP-700038806	1.92e-09
Peptide	HMP-700038806	4.43e-10
Tetracycline derivative	HMP-700038806	1.11e-07
Streptogramin	HMP-700038806	1.50e-08
Macrolide	HMP-700038806	1.61e-08
Aminocoumarin	HMP-700038806	1.09e-09
Rifamycin	HMP-700038806	3.37e-10
Diaminopyrimidine	HMP-700038806	7.93e-10
Nucleoside	HMP-700038806	2.82e-10
Beta-lactam	HMP-700038806	5.98e-08
Phenicol	HMP-700038806	1.19e-09
Lincosamide	HMP-700038806	1.54e-08
Glycopeptide	HMP-700038806	8.31e-12
Coumarin	HMP-700038806	6.84e-08
Rifampin	HMP-700038806	1.36e-07
Sulfonamides	HMP-700038806	1.66e-08
Fluoroquinolones	HMP-700038806	3.22e-07
Metals	HMP-700038806	3.27e-06
Biocides	HMP-700038806	1.01e-06
Fluoroquinolone	HMP-700038870	1.45e-11
Aminoglycoside	HMP-700038870	7.27e-09
Lipopeptide	HMP-700038870	1.09e-11
Tetracycline derivative	HMP-700038870	2.64e-07
Streptogramin	HMP-700038870	2.19e-08
Macrolide	HMP-700038870	2.21e-08
Sulfonamide	HMP-700038870	1.09e-09
Aminocoumarin	HMP-700038870	2.15e-11
Rifamycin	HMP-700038870	1.45e-11
Diaminopyrimidine	HMP-700038870	7.63e-09
Nucleoside	HMP-700038870	2.77e-10
Beta-lactam	HMP-700038870	6.21e-08
Phenicol	HMP-700038870	4.55e-10
Lincosamide	HMP-700038870	2.28e-08
Glycopeptide	HMP-700038870	2.17e-10
Coumarin	HMP-700038870	8.92e-08
Rifampin	HMP-700038870	1.73e-07
Sulfonamides	HMP-700038870	1.97e-08
Fluoroquinolones	HMP-700038870	3.73e-07
Metals	HMP-700038870	3.60e-06
Biocides	HMP-700038870	1.31e-06
Fluoroquinolone	HMP-700095213	1.07e-09
Aminoglycoside	HMP-700095213	3.69e-09
Lipopeptide	HMP-700095213	5.71e-10
Peptide	HMP-700095213	7.84e-11
Tetracycline derivative	HMP-700095213	2.41e-07
Streptogramin	HMP-700095213	4.47e-08
Macrolide	HMP-700095213	5.47e-08
Sulfonamide	HMP-700095213	4.40e-10
Aminocoumarin	HMP-700095213	3.90e-10
Rifamycin	HMP-700095213	1.47e-10
Diaminopyrimidine	HMP-700095213	1.48e-09
Nucleoside	HMP-700095213	4.41e-10
Beta-lactam	HMP-700095213	6.52e-08
Phenicol	HMP-700095213	3.05e-10
Lincosamide	HMP-700095213	4.57e-08
Glycopeptide	HMP-700095213	3.70e-10
Coumarin	HMP-700095213	9.89e-08
Rifampin	HMP-700095213	1.99e-07
Sulfonamides	HMP-700095213	1.81e-08
Fluoroquinolones	HMP-700095213	4.53e-07
Metals	HMP-700095213	3.36e-06
Biocides	HMP-700095213	1.26e-06
Fluoroquinolone	HMP-700095486	4.71e-11
Aminoglycoside	HMP-700095486	7.73e-09
Lipopeptide	HMP-700095486	3.00e-11
Tetracycline derivative	HMP-700095486	2.32e-07
Streptogramin	HMP-700095486	4.79e-08
Macrolide	HMP-700095486	4.85e-08
Sulfonamide	HMP-700095486	9.54e-09
Aminocoumarin	HMP-700095486	3.54e-11
Rifamycin	HMP-700095486	1.08e-11
Diaminopyrimidine	HMP-700095486	1.79e-08
Oxazolidinone	HMP-700095486	1.76e-10
Nucleoside	HMP-700095486	3.71e-09
Beta-lactam	HMP-700095486	4.79e-08
Phenicol	HMP-700095486	1.43e-09
Lincosamide	HMP-700095486	5.16e-08
Pleuromutilin	HMP-700095486	1.76e-10
Glycopeptide	HMP-700095486	3.94e-11
Coumarin	HMP-700095486	7.47e-08
Rifampin	HMP-700095486	1.50e-07
Sulfonamides	HMP-700095486	2.08e-08
Fluoroquinolones	HMP-700095486	3.29e-07
Metals	HMP-700095486	3.55e-06
Biocides	HMP-700095486	1.20e-06
Fluoroquinolone	HMP-700095647	1.15e-09
Aminoglycoside	HMP-700095647	6.21e-09
Lipopeptide	HMP-700095647	8.41e-10
Peptide	HMP-700095647	1.99e-10
Tetracycline derivative	HMP-700095647	1.90e-07
Streptogramin	HMP-700095647	2.50e-08
Macrolide	HMP-700095647	2.57e-08
Aminocoumarin	HMP-700095647	5.07e-10
Rifamycin	HMP-700095647	1.61e-10
Diaminopyrimidine	HMP-700095647	1.24e-09
Nucleoside	HMP-700095647	3.09e-09
Beta-lactam	HMP-700095647	2.31e-08
Phenicol	HMP-700095647	2.36e-09
Lincosamide	HMP-700095647	2.84e-08
Glycopeptide	HMP-700095647	5.36e-10
Coumarin	HMP-700095647	6.17e-08
Rifampin	HMP-700095647	1.42e-07
Sulfonamides	HMP-700095647	4.87e-09
Fluoroquinolones	HMP-700095647	3.33e-07
Metals	HMP-700095647	3.28e-06
Biocides	HMP-700095647	1.12e-06
Fluoroquinolone	HMP-700096380	1.67e-09
Aminoglycoside	HMP-700096380	6.72e-09
Lipopeptide	HMP-700096380	1.05e-09
Peptide	HMP-700096380	1.83e-10
Tetracycline derivative	HMP-700096380	2.00e-07
Streptogramin	HMP-700096380	2.78e-08
Macrolide	HMP-700096380	2.96e-08
Sulfonamide	HMP-700096380	3.69e-11
Aminocoumarin	HMP-700096380	4.55e-10
Rifamycin	HMP-700096380	1.88e-10
Diaminopyrimidine	HMP-700096380	8.64e-09
Nucleoside	HMP-700096380	1.96e-09
Beta-lactam	HMP-700096380	4.14e-08
Phenicol	HMP-700096380	2.56e-10
Lincosamide	HMP-700096380	5.53e-08
Glycopeptide	HMP-700096380	1.43e-10
Coumarin	HMP-700096380	7.97e-08
Rifampin	HMP-700096380	1.36e-07
Sulfonamides	HMP-700096380	1.18e-08
Fluoroquinolones	HMP-700096380	2.76e-07
Metals	HMP-700096380	4.17e-06
Biocides	HMP-700096380	1.41e-06
Fluoroquinolone	HMP-700097196	5.07e-11
Aminoglycoside	HMP-700097196	1.77e-09
Lipopeptide	HMP-700097196	7.31e-12
Tetracycline derivative	HMP-700097196	1.31e-07
Streptogramin	HMP-700097196	1.92e-08
Macrolide	HMP-700097196	1.92e-08
Aminocoumarin	HMP-700097196	1.79e-11
Rifamycin	HMP-700097196	5.08e-12
Diaminopyrimidine	HMP-700097196	1.22e-09
Nucleoside	HMP-700097196	6.76e-10
Beta-lactam	HMP-700097196	4.96e-08
Phenicol	HMP-700097196	4.30e-11
Lincosamide	HMP-700097196	2.00e-08
Glycopeptide	HMP-700097196	1.57e-10
Coumarin	HMP-700097196	9.70e-08
Rifampin	HMP-700097196	2.22e-07
Sulfonamides	HMP-700097196	6.22e-08
Fluoroquinolones	HMP-700097196	4.72e-07
Metals	HMP-700097196	4.15e-06
Biocides	HMP-700097196	1.64e-06
Fluoroquinolone	HMP-700097688	9.28e-12
Aminoglycoside	HMP-700097688	2.07e-09
Tetracycline derivative	HMP-700097688	2.49e-07
Streptogramin	HMP-700097688	3.82e-08
Macrolide	HMP-700097688	4.25e-08
Sulfonamide	HMP-700097688	4.79e-11
Diaminopyrimidine	HMP-700097688	5.58e-10
Nucleoside	HMP-700097688	4.14e-10
Beta-lactam	HMP-700097688	8.15e-08
Phenicol	HMP-700097688	6.88e-11
Lincosamide	HMP-700097688	3.87e-08
Glycopeptide	HMP-700097688	3.73e-11
Coumarin	HMP-700097688	5.55e-08
Rifampin	HMP-700097688	1.59e-07
Sulfonamides	HMP-700097688	4.25e-08
Fluoroquinolones	HMP-700097688	3.74e-07
Metals	HMP-700097688	4.07e-06
Biocides	HMP-700097688	1.43e-06
Fluoroquinolone	HMP-700097906	2.37e-10
Aminoglycoside	HMP-700097906	1.50e-09
Lipopeptide	HMP-700097906	5.50e-11
